"beach_idn","beach","city","region","number.of.surveys.BB","most.recent.survey.BB","number.of.surveys.MD","most.recent.survey.MD","latitude","longitude","turn_latitude","turn_longitude","monitored","blength","bb.stat","smd.stat","lmd.stat","last3tag","bbn12","lmdn12","mmdn12","smdn12","bb.col","smd.col","lmd.col"
273,"Pratt Bluff","Greenbank","Puget Sound",4,"2018-11-20",0,NA,48.117986,-122.558406,48.104676,-122.571519,TRUE,2,1,2,1,"19; 18; 17",4,0,0,0,"Available","Currently monitored","Available"
190,"March Point","Anacortes","Puget Sound",1,"2018-10-19",11,"2019-07-31",48.4983667,-122.5568667,48.4913167,-122.5529,TRUE,1.7,2,2,2,"11; 10; 122",1,0,11,11,"Currently monitored","Currently monitored","Currently monitored"
94,"Elger Bay","Camano Island","Puget Sound",0,"2016-08-28",0,NA,48.120948,-122.490142,48.127865,-122.480003,TRUE,1.3,1,1,1,"57; 56; 52",0,0,0,0,"Available","Available","Available"
214,"North Lagoon Beach","Freeland","Puget Sound",0,"2015-05-08",0,NA,48.0827,-122.610517,48.107733,-122.598783,TRUE,2.9,2,2,2,"1; 0; 5",0,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
487,"Rendsland Creek","Tahuya","Puget Sound",0,"2016-08-05",0,NA,47.385902,-123.113947,47.386796,-123.113025,TRUE,0.13,1,1,1,"",0,0,0,0,"Available","Available","Available"
413,"Cama Beach","Camano Island","Puget Sound",0,"2016-08-07",0,NA,48.151261,-122.516007,48.138534,-122.51328,TRUE,1.6,1,1,1,"155; 101; 13",0,0,0,0,"Available","Available","Available"
104,"Fort Casey","Keystone","Puget Sound",10,"2019-06-20",0,NA,48.162364,-122.682895,48.154343,-122.677722,TRUE,1.02,2,1,1,"1; 444; 222",10,0,0,0,"Currently monitored","Available","Available"
683,"Cascade View","Camano","Puget Sound",0,"2012-05-30",0,NA,48.147375,-122.457749,48.13146,-122.44319,TRUE,2,1,1,1,"",0,0,0,0,"Available","Available","Available"
296,"Semiahmoo Spit South","Blaine","Puget Sound",0,"2017-06-02",5,"2019-05-28",48.97958,-122.79068,48.967723,-122.802399,TRUE,1.6,2,2,2,"10",0,5,0,0,"Currently monitored","Currently monitored","Currently monitored"
566,"Penn Cove","Oak Harbor","Puget Sound",13,"2019-07-21",0,NA,48.238216,-122.708832,48.238817,-122.695518,TRUE,1,2,1,1,"10; 1; 190",13,0,0,0,"Currently monitored","Available","Available"
653,"South Mutiny Bay","Freeland","Puget Sound",10,"2019-07-08",0,NA,48.004302,-122.556069,47.997523,-122.544856,TRUE,1,2,1,1,"85; 84; 83",10,0,0,0,"Currently monitored","Available","Available"
229,"Olympus","Port Ludlow","Puget Sound",2,"2019-05-24",0,NA,47.939797,-122.684492,47.955838,-122.677499,TRUE,1.2,2,1,1,"1; 1; 1",2,0,0,0,"Currently monitored","Available","Available"
289,"Sandy Shores","Vashon","Puget Sound",0,"2015-08-15",0,NA,47.35642,-122.447061,47.360117,-122.444794,TRUE,3.2,2,1,1,"30",0,0,0,0,"Currently monitored","Available","Available"
751,"Penguin Harbour","Guemes","Puget Sound",0,"2016-06-28",0,NA,48.566279,-122.61925,48.582678,-122.636886,TRUE,2.4,1,1,1,"98",0,0,0,0,"Available","Available","Available"
661,"Libbey ","Coupeville","Puget Sound",10,"2019-07-23",0,NA,48.232356,-122.766511,48.240634,-122.761431,TRUE,1,2,1,1,"",10,0,0,0,"Currently monitored","Available","Available"
565,"Old Mill Park","Silverdale","Puget Sound",0,"2016-11-28",0,"2016-01-30",47.649835,-122.692401,47.648211,-122.68413,TRUE,0.95,1,1,1,"1; 3; 1",0,0,0,0,"Available","Available","Available"
587,"Weaverling Spit","Anacortes","Puget Sound",12,"2019-08-02",0,NA,48.485576,-122.596028,48.481966,-122.58546,TRUE,0.91,2,1,1,"0; 999; 999",12,0,0,0,"Currently monitored","Available","Available"
319,"Squalicum North","Bellingham","Puget Sound",9,"2019-07-15",6,"2019-02-20",48.763093,-122.513586,48.766536,-122.523944,TRUE,0.8,2,2,2,"5; 37; 36",9,0,6,0,"Currently monitored","Currently monitored","Currently monitored"
760,"Perego North","Coupeville","Puget Sound",1,"2019-03-01",0,"2017-11-17",48.19782,-122.72747,48.20376,-122.73843,TRUE,1,2,2,2,"",1,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
550,"South Shine","Port Ludlow","Puget Sound",11,"2019-07-17",0,NA,47.866442,-122.636978,47.864198,-122.650801,TRUE,1.09,2,2,1,"42; 41; 40",11,0,0,0,"Currently monitored","Currently monitored","Available"
684,"Fort Flagler West","Port Townsend","Puget Sound",11,"2019-07-21",0,NA,48.092177,-122.729138,48.098374,-122.715074,TRUE,1.3,2,2,2,"222; 121; 999",11,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
480,"Scenic Beach State Park","Seabeck","Puget Sound",0,"2017-01-25",0,NA,47.649973,-122.847338,47.651269,-122.842833,TRUE,0.45,1,1,1,"",0,0,0,0,"Available","Available","Available"
750,"Guemes Southwest","Guemes","Puget Sound",0,"2016-05-25",0,NA,48.549977,-122.652605,48.531782,-122.651709,TRUE,2.1,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
530,"Day Island","Tacoma","Puget Sound",11,"2019-07-15",0,NA,47.244935,-122.561637,47.240788,-122.563934,TRUE,0.52,2,1,1,"",11,0,0,0,"Currently monitored","Available","Available"
502,"Titlow Beach","Titlow","Puget Sound",7,"2019-07-15",5,"2019-06-08",47.246939,-122.553663,47.254519,-122.551911,TRUE,0.91,2,1,1,"0; 91",7,4,4,5,"Currently monitored","Available","Available"
466,"Ft Ebey State Park Beach","Coupeville","Puget Sound",9,"2019-07-31",0,NA,48.224483,-122.770127,48.230187,-122.76856,TRUE,0.66,2,1,1,"1; 1; 1",9,0,0,0,"Currently monitored","Available","Available"
357,"Ships Harbor","Anacortes","Puget Sound",0,"2018-04-25",2,"2019-04-11",48.503982,-122.670371,48.506593,-122.677934,TRUE,0.8,2,2,1,"2; 1; 1",0,0,2,2,"Currently monitored","Currently monitored","Available"
573,"Belfair State Park","Belfair","Puget Sound",11,"2019-07-31",0,NA,47.431452,-122.874541,47.426274,-122.882163,TRUE,1,2,1,1,"29; 27; 26",11,0,0,0,"Currently monitored","Available","Available"
758,"North Beach Guemes","Guemes ","Puget Sound",0,"2016-08-24",0,NA,48.56831,-122.622434,48.558244,-122.602187,TRUE,1.9,1,1,1,"",0,0,0,0,"Available","Available","Available"
341,"Walker County Park","Shelton","Puget Sound",1,"2019-06-05",0,"2017-12-16",47.202447,-123.058306,47.203062,-123.065285,TRUE,0.2,2,1,1,"1",1,0,0,0,"Currently monitored","Available","Available"
708,"Pelican Beach","Cypress Island","Puget Sound",0,"2015-04-20",0,NA,48.60453,-122.70514,48.60053,-122.70049,TRUE,0.6,1,1,1,"",0,0,0,0,"Available","Available","Available"
429,"Indianola Beach","Indianola","Puget Sound",4,"2019-01-31",0,NA,47.746652,-122.525694,47.743658,-122.513773,TRUE,1,2,1,1,"9; 1; 99",4,0,0,0,"Currently monitored","Available","Available"
324,"Sucia Drive South","Bellingham","Puget Sound",3,"2018-11-04",0,NA,48.816052,-122.709078,48.8129,-122.70912,TRUE,0.8,2,1,1,"2; 1; 1",3,0,0,0,"Currently monitored","Available","Available"
317,"Spring Beach","Vashon","Puget Sound",0,"2005-11-21",0,NA,47.349125,-122.528124,47.340952,-122.525854,TRUE,1,1,1,1,"",0,0,0,0,"Available","Available","Available"
541,"Eglon","Poulsbo","Puget Sound",0,"2017-01-16",11,"2019-07-29",47.869144,-122.514384,47.862195,-122.513561,TRUE,0.8,1,2,2,"1",0,11,0,0,"Available","Currently monitored","Currently monitored"
454,"Mutiny Sands","Freeland","Puget Sound",0,"2017-04-14",0,NA,48.008487,-122.570799,48.004572,-122.556433,TRUE,1.18,2,2,1,"182; 181",0,0,0,0,"Currently monitored","Currently monitored","Available"
327,"Summerland","Camano Island","Puget Sound",0,"2012-05-05",0,NA,48.081363,-122.396002,48.075375,-122.39204,TRUE,0.8,1,1,1,"",0,0,0,0,"Available","Available","Available"
377,"Padilla Bay","Burlington","Puget Sound",0,"2016-04-18",0,NA,48.484462,-122.478646,48.493285,-122.482805,TRUE,1,1,1,1,"2; 1; 1",0,0,0,0,"Available","Available","Available"
88,"Ebeys Landing","Coupeville","Puget Sound",9,"2019-07-22",0,NA,48.1923,-122.709,48.194805,-122.715229,TRUE,0.5,2,2,2,"61; 60; 73",9,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
5,"Ala Spit","Oak Harbor","Puget Sound",11,"2019-07-26",0,NA,48.391988,-122.585832,48.39649,-122.586491,TRUE,2,2,1,1,"19; 18; 160",11,0,0,0,"Currently monitored","Available","Available"
507,"Birch Bay State Park East","Bellingham","Puget Sound",3,"2019-06-25",9,"2019-07-07",48.907072,-122.762417,48.910658,-122.751721,TRUE,0.9,2,2,2,"",3,9,0,0,"Currently monitored","Currently monitored","Currently monitored"
787,"Clark Point East","Guemes","Puget Sound",0,NA,0,NA,48.582243,-122.63693,48.58881,-122.647395,TRUE,1.2,1,1,1,"",0,0,0,0,"Available","Available","Available"
618,"Utsalady","Camano Island","Puget Sound",1,"2018-08-24",3,"2018-08-24",48.253877,-122.498184,48.252696,-122.496272,TRUE,0.144,2,2,2,"",1,2,2,0,"Currently monitored","Currently monitored","Currently monitored"
72,"Discovery Park South","Seatttle","Puget Sound",7,"2019-06-18",1,"2019-05-01",47.661888,-122.436052,47.658271,-122.426589,TRUE,0.8,2,2,1,"3; 20; 2",7,0,1,0,"Currently monitored","Currently monitored","Available"
115,"Golden Gardens","Seattle","Puget Sound",0,"2017-04-21",9,"2019-04-27",47.689753,-122.403105,47.695266,-122.40416,TRUE,0.8,2,2,2,"15; 14; 1",0,0,9,0,"Currently monitored","Currently monitored","Currently monitored"
540,"Seabold Beach","Winslow","Puget Sound",0,"2012-03-25",0,NA,47.700954,-122.563131,47.711662,-122.564582,TRUE,1.2,1,1,1,"",0,0,0,0,"Available","Available","Available"
373,"Lagoon Point South","Greenbank","Puget Sound",8,"2019-07-23",7,"2019-05-31",48.071883,-122.61315,48.05855,-122.5966,TRUE,1.3,2,2,1,"0; 1; 2",8,0,7,0,"Currently monitored","Currently monitored","Available"
21,"Birch Bay","Bellingham","Puget Sound",0,"2012-03-15",0,NA,48.93364,-122.74861,48.942508,-122.769082,TRUE,1.84,1,2,2,"100; 1; 40",0,0,0,0,"Available","Currently monitored","Currently monitored"
479,"Twanoh State Park","Union","Puget Sound",0,"2012-10-01",0,NA,47.376927,-122.977403,47.378482,-122.970401,TRUE,0.72,1,1,1,"1",0,0,0,0,"Available","Available","Available"
277,"PTMSC","Port Townsend","Puget Sound",11,"2019-07-18",0,"2016-12-18",48.13631,-122.761594,48.14444,-122.754826,TRUE,1.2,2,2,2,"13; 12; 11",11,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
647,"Blue Ridge ","Seattle","Puget Sound",12,"2019-07-19",0,NA,47.702426,-122.390374,47.700415,-122.395595,TRUE,0.45,2,1,1,"",12,0,0,0,"Currently monitored","Available","Available"
477,"Hawley Cove Park - Eagle Harbor","Bainbridge Island","Puget Sound",0,"2014-06-30",0,NA,47.626502,-122.502743,47.626483,-122.50268,TRUE,0.2,1,1,1,"11; 31; 94",0,0,0,0,"Available","Available","Available"
64,"Deception Pass West","Anacortes","Puget Sound",7,"2019-07-12",0,NA,48.401778,-122.664332,48.390795,-122.664449,TRUE,1.3,2,1,1,"203; 202; 201",7,0,0,0,"Currently monitored","Available","Available"
78,"Double Bluff","Freeland","Puget Sound",5,"2019-02-25",4,"2019-02-25",47.9674,-122.546,47.9713,-122.529,TRUE,1.4,2,2,2,"9; 8; 10",5,0,4,0,"Currently monitored","Currently monitored","Currently monitored"
284,"Saltwater State Park","Kent","Puget Sound",0,"2016-03-23",0,NA,47.371532,-122.324017,47.375809,-122.324755,TRUE,0.4,1,2,2,"3; 2; 1",0,0,0,0,"Available","Currently monitored","Currently monitored"
651,"Langley","Langley","Puget Sound",0,"2014-08-27",0,"2018-06-18",48.037529,-122.403776,48.034693,-122.37603,TRUE,2.26,2,2,2,"",0,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
494,"Shine Tidelands State Park","Ludlow","Puget Sound",12,"2019-07-14",0,"2017-05-08",47.867072,-122.636195,47.888702,-122.627731,TRUE,2.6,2,1,1,"7; 6; 5",12,0,0,0,"Currently monitored","Available","Available"
210,"Newport Beach","Vashon","Puget Sound",0,"2015-04-07",0,NA,47.39395,-122.46589,47.401461,-122.465312,TRUE,1.5,1,1,1,"",0,0,0,0,"Available","Available","Available"
71,"Discovery Park North","Seattle","Puget Sound",11,"2019-06-18",0,NA,47.662176,-122.435763,47.663164,-122.430169,TRUE,0.4,2,2,2,"999; 999; 999",11,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
54,"Coupeville Beach","","Puget Sound",12,"2019-07-23",9,"2019-06-20",48.220865,-122.678465,48.22141,-122.687693,TRUE,1,2,1,1,"84; 83; 82",12,0,9,9,"Currently monitored","Available","Available"
424,"Foulweather Bluff","Hansville","Puget Sound",1,"2019-03-22",1,"2019-04-22",47.920175,-122.595834,47.923962,-122.607087,TRUE,1.02,2,2,1,"",1,0,1,0,"Currently monitored","Currently monitored","Available"
51,"Country Club North","Camano Island","Puget Sound",0,"2014-11-22",0,NA,48.158612,-122.465075,48.174556,-122.477188,TRUE,2.2,1,1,1,"8; 4; 3",0,0,0,0,"Available","Available","Available"
904,"Irondale Beach County Park","Irondale","Puget Sound",6,"2019-07-16",0,NA,48.048098,-122.770784,48.041565,-122.765524,TRUE,0.85617,2,1,1,"",6,0,0,0,"Currently monitored","Available","Available"
199,"Middle Waterway","Tacoma","Puget Sound",0,"2006-07-08",0,NA,47.255715,-122.426941,47.258074,-122.428079,TRUE,1,1,1,1,"1; 0",0,0,0,0,"Available","Available","Available"
430,"Sunnyside Beach","Lakewood","Puget Sound",0,"2013-01-18",8,"2019-07-19",47.177027,-122.590769,47.187002,-122.584487,TRUE,1.2,1,2,2,"",0,6,2,0,"Available","Currently monitored","Currently monitored"
186,"Madrona Beach","Camano Island","Puget Sound",0,"2016-05-31",0,NA,48.223959,-122.534401,48.216412,-122.536635,TRUE,1.2,1,1,1,"52; 51; 2",0,0,0,0,"Available","Available","Available"
707,"Bingham Holland","Cypress Island","Puget Sound",0,"2015-04-20",0,NA,48.54346,-122.68744,48.54367,-122.69959,TRUE,1,1,1,1,"1; 999",0,0,0,0,"Available","Available","Available"
910,"Kukutali Preserve","La Conner","Puget Sound",0,NA,1,"2019-07-08",48.4205,-122.5599,48.4168,-122.5742,TRUE,1,2,2,2,"",0,0,1,0,"Currently monitored","Currently monitored","Currently monitored"
412,"Mukilteo","Mukilteo","Puget Sound",7,"2019-06-04",0,NA,47.947924,-122.307223,47.945024,-122.307668,TRUE,0.33,2,1,1,"10; 1",7,0,0,0,"Currently monitored","Available","Available"
117,"Gooseberry Point","Bellingham","Puget Sound",0,"2015-03-31",0,NA,48.731375,-122.663231,48.732738,-122.672886,TRUE,1.1,1,2,2,"2; 1; 3",0,0,0,0,"Available","Currently monitored","Currently monitored"
390,"Kayak Point","Marysville","Puget Sound",0,"2014-05-16",0,NA,48.139063,-122.3651,48.130572,-122.362366,TRUE,1.23,1,2,2,"1; 1; 50",0,0,0,0,"Available","Currently monitored","Currently monitored"
438,"Manchester State Park","Manchester","Puget Sound",0,"2011-08-18",0,NA,47.58099,-122.549271,47.574702,-122.546476,TRUE,1.09,1,1,1,"",0,0,0,0,"Available","Available","Available"
261,"Picnic Point Park","Mukilteo","Puget Sound",12,"2019-07-30",1,"2019-01-18",47.878778,-122.332471,47.88309,-122.332115,TRUE,0.3,2,2,2,"1; 0; 27",12,0,0,1,"Currently monitored","Currently monitored","Currently monitored"
100,"Fay Bainbridge SP","Bainbridge Island","Puget Sound",0,"2015-11-22",0,NA,47.702304,-122.506318,47.708605,-122.510711,TRUE,0.8,2,1,1,"100; 1; 43",0,0,0,0,"Currently monitored","Available","Available"
171,"Lisabuela Beach","Vashon","Puget Sound",0,"2005-04-26",0,NA,47.405155,-122.521356,47.411411,-122.51733,TRUE,0.8,1,1,1,"",0,0,0,0,"Available","Available","Available"
76,"Dockton North","Vashon","Puget Sound",0,"2006-08-26",0,NA,47.39068,-122.431867,47.391758,-122.433229,TRUE,2.1,1,1,1,"",0,0,0,0,"Available","Available","Available"
44,"Carkeek Park","Seattle","Puget Sound",17,"2019-07-12",0,NA,47.712703,-122.379433,47.716727,-122.376381,TRUE,1,2,1,1,"240; 23; 22",17,0,0,0,"Currently monitored","Available","Available"
556,"President Point","Kingston","Puget Sound",0,"2016-09-11",0,NA,47.763266,-122.471314,47.770026,-122.478676,TRUE,1,1,1,1,"1",0,0,0,0,"Available","Available","Available"
802,"DuPont Wharf","DuPont","Puget Sound",0,"2017-01-17",0,"2017-03-04",47.117087,-122.666247,47.118778,-122.665227,TRUE,0.2,1,1,1,"",0,0,0,0,"Available","Available","Available"
513,"Fort Townsend State Park N","Port Townsend","Puget Sound",12,"2019-07-24",0,NA,48.086616,-122.801452,48.078269,-122.788367,TRUE,1.35,2,2,2,"1",12,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
395,"Howarth Park","Everett","Puget Sound",0,"2017-05-26",0,NA,47.963843,-122.241298,47.961973,-122.244153,TRUE,0.27,1,1,1,"1",0,0,0,0,"Available","Available","Available"
387,"Country Club South","Camano Island","Puget Sound",0,"2014-11-22",0,NA,48.157515,-122.464646,48.147649,-122.458168,TRUE,1.2,1,1,1,"7; 6; 5",0,0,0,0,"Available","Available","Available"
266,"Point White","Bainbridge Island","Puget Sound",0,"2012-08-12",0,NA,47.596474,-122.574826,47.601485,-122.576815,TRUE,0.58,1,1,1,"",0,0,0,0,"Available","Available","Available"
101,"Fern Cove","Vashon","Puget Sound",0,"2013-11-24",0,NA,47.482306,-122.481666,47.480737,-122.482271,TRUE,0.2,1,1,1,"",0,0,0,0,"Available","Available","Available"
107,"Fort Ward State Park","Bainbridge Island","Puget Sound",0,"2016-05-30",0,NA,47.592828,-122.534986,47.574698,-122.522532,TRUE,2.4,1,1,1,"1; 1",0,0,0,0,"Available","Available","Available"
29,"Brackett's Landing","Edmonds","Puget Sound",4,"2019-04-03",0,NA,47.8129,-122.383,47.81672,-122.378354,TRUE,1,2,2,2,"740; 739; 738",4,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
914,"Point No Point South","Hansville","Puget Sound",0,NA,1,"2019-07-12",47.9105,-122.5268,47.9086,-122.5268,TRUE,1,1,1,2,"",0,1,0,0,"Available","Available","Currently monitored"
133,"Hastie Lake Rd S","Oak Harbor","Puget Sound",7,"2019-07-28",7,"2019-06-16",48.264482,-122.748328,48.25378,-122.75573,TRUE,1.3,2,2,2,"82; 81; 1",7,7,0,0,"Currently monitored","Currently monitored","Currently monitored"
48,"Clayton Beach","Bellingham","Puget Sound",12,"2019-08-02",0,NA,48.62358,-122.45178,48.616248,-122.445487,TRUE,1,2,2,2,"407; 405; 404",12,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
607,"Jetty Island","Everett","Puget Sound",4,"2019-06-08",0,NA,48.019691,-122.21745,48.012783,-122.227167,TRUE,1.3,2,2,2,"1",4,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
169,"Lighthouse Park","Blaine","Puget Sound",0,"2012-05-10",0,NA,48.973661,-123.084606,48.972112,-123.078702,TRUE,0.8,1,1,1,"52; 1",0,0,0,0,"Available","Available","Available"
907,"Scatchet Head","Clinton","Puget Sound",3,"2019-07-14",0,NA,47.913032,-122.419542,47.914488,-122.43167,TRUE,0.9,2,1,1,"",3,0,0,0,"Currently monitored","Available","Available"
271,"Portage East","Vashon","Puget Sound",6,"2019-02-25",0,NA,47.407437,-122.437582,47.40045,-122.416542,TRUE,2.2,2,1,1,"",6,0,0,0,"Currently monitored","Available","Available"
299,"Shannon Point","Anacortes","Puget Sound",0,"2014-11-15",0,NA,48.508784,-122.685408,48.50463,-122.688722,TRUE,1,2,1,1,"1; 2; 1",0,0,0,0,"Currently monitored","Available","Available"
63,"Deception Pass North","Anacortes","Puget Sound",12,"2019-07-18",0,NA,48.401729,-122.662111,48.403767,-122.648507,TRUE,1.25,2,1,1,"80; 999",12,0,0,0,"Currently monitored","Available","Available"
493,"Kingston Ferry","Kingston","Puget Sound",12,"2019-07-06",0,NA,47.79746,-122.495086,47.801556,-122.488953,TRUE,0.65,2,1,1,"3; 2; 1",12,0,0,0,"Currently monitored","Available","Available"
165,"KVI Beach","Vashon","Puget Sound",4,"2019-06-19",0,NA,47.417501,-122.440002,47.429344,-122.435712,TRUE,2,2,1,1,"216; 999; 1",4,0,0,0,"Currently monitored","Available","Available"
457,"South Madrona Beach","Camano Island","Puget Sound",0,"2015-11-27",0,NA,48.212543,-122.538347,48.208213,-122.538382,TRUE,0.5,2,1,1,"40",0,0,0,0,"Currently monitored","Available","Available"
581,"Luhr Beach","Olympia","Puget Sound",0,"2011-12-07",0,NA,47.100869,-122.727007,47.09486,-122.727476,TRUE,0.68,2,1,1,"1",0,0,0,0,"Currently monitored","Available","Available"
652,"Possession East","Possession","Puget Sound",9,"2019-06-21",0,NA,47.915692,-122.375698,47.926035,-122.374413,TRUE,1.2,2,1,1,"63; 99; 601",9,0,0,0,"Currently monitored","Available","Available"
711,"Riviera Club","Anderson Island","Puget Sound",0,"2015-04-06",0,NA,47.15314,-122.67601,47.16274,-122.67525,TRUE,1.1,1,1,1,"1",0,0,0,0,"Available","Available","Available"
572,"Samish Northside","Samish Island","Puget Sound",6,"2019-05-12",10,"2019-06-06",48.577357,-122.540802,48.580096,-122.5467,TRUE,0.55,2,1,1,"999",6,10,0,0,"Currently monitored","Available","Available"
294,"Semiahmoo Marina","Blaine","Puget Sound",4,"2019-01-27",0,NA,48.976568,-122.790712,48.986565,-122.774032,TRUE,1.74,2,1,1,"1; 32; 31",4,0,0,0,"Currently monitored","Available","Available"
295,"Semiahmoo Spit","Blaine","Puget Sound",13,"2019-07-16",0,NA,48.979583,-122.790675,48.988901,-122.776578,TRUE,1.47,2,1,1,"1; 9; 6",13,0,0,0,"Currently monitored","Available","Available"
368,"Useless Bay","Maxwelton","Puget Sound",11,"2019-07-26",0,NA,47.98221,-122.467537,47.975696,-122.430191,TRUE,1.25,2,1,1,"7; 6; 5",11,0,0,0,"Currently monitored","Available","Available"
280,"Richmond Beach","Seattle","Puget Sound",0,"2016-05-10",0,"2017-10-30",47.763503,-122.385309,47.757506,-122.379455,TRUE,0.66,2,1,1,"1; 1; 53",0,0,0,0,"Currently monitored","Available","Available"
125,"Green Point","Anacortes","Puget Sound",12,"2019-07-22",0,NA,48.496742,-122.700451,48.499982,-122.699215,TRUE,0.4,2,1,1,"1",12,0,0,0,"Currently monitored","Available","Available"
91,"Edmonds Marina","Edmonds","Puget Sound",0,"2016-08-10",0,"2017-10-01",47.806378,-122.395436,47.803574,-122.394564,TRUE,0.5,2,1,1,"1; 1",0,0,0,0,"Currently monitored","Available","Available"
45,"Cherry Point","Bellingham","Puget Sound",7,"2019-06-21",10,"2019-07-16",48.855969,-122.730396,48.852115,-122.721612,TRUE,2.1,2,2,2,"999; 19; 18",7,0,10,0,"Currently monitored","Currently monitored","Currently monitored"
6,"Alki Beach","Seattle","Puget Sound",12,"2019-07-09",6,"2019-07-28",47.583634,-122.401215,47.57978,-122.409696,TRUE,0.8,2,2,1,"0; 333; 2",12,0,6,0,"Currently monitored","Currently monitored","Available"
173,"Locust Ave North","Bellingham","Puget Sound",11,"2019-07-14",0,NA,48.772465,-122.532357,48.777704,-122.553274,TRUE,1.78,2,2,2,"3; 2; 99",11,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
482,"Smith Cove","Seattle","Puget Sound",10,"2019-08-02",0,NA,47.6314,-122.395655,47.635724,-122.407447,TRUE,1.02,2,2,1,"",10,0,0,0,"Currently monitored","Currently monitored","Available"
367,"Teronda West","Coupeville","Puget Sound",0,"2007-11-23",0,NA,48.127878,-122.600816,48.120797,-122.600199,TRUE,0.8,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
328,"Sunset Beach","Anacortes","Puget Sound",12,"2019-07-02",12,"2019-07-15",48.49994,-122.693275,48.502429,-122.690953,TRUE,0.4,2,2,2,"",12,0,12,12,"Currently monitored","Currently monitored","Currently monitored"
174,"Locust Ave South","Bellingham","Puget Sound",11,"2019-06-12",0,"2017-01-07",48.771819,-122.531599,48.768103,-122.528176,TRUE,0.8,2,1,1,"4; 4; 3",11,0,0,0,"Currently monitored","Available","Available"
484,"Point Julia - North","Little Boston","Puget Sound",0,"2017-05-23",0,NA,47.855032,-122.576241,47.859894,-122.573436,TRUE,0.6,2,1,1,"1",0,0,0,0,"Currently monitored","Available","Available"
55,"Cove South","Vashon","Puget Sound",7,"2019-07-31",0,NA,47.454278,-122.51178,47.446584,-122.51279,TRUE,1.5,2,1,1,"32; 31",7,0,0,0,"Currently monitored","Available","Available"
608,"Hood Head N","Port Ludlow","Puget Sound",0,"2012-09-02",1,"2018-11-04",47.889615,-122.636628,47.887442,-122.610512,TRUE,2,1,2,1,"1",0,1,0,0,"Available","Currently monitored","Available"
248,"Owens Beach","Tacoma","Puget Sound",8,"2019-07-04",0,NA,47.312519,-122.527325,47.317651,-122.547593,TRUE,0.8,2,1,2,"11; 1; 1",8,0,0,0,"Currently monitored","Available","Currently monitored"
509,"Freeland Park","Freeland","Puget Sound",0,"2017-01-02",0,NA,48.015593,-122.539886,48.016257,-122.525884,TRUE,1.18,2,1,1,"999; 8; 16",0,0,0,0,"Currently monitored","Available","Available"
710,"Andrew Anderson Marine Park","Anderson Island","Puget Sound",0,"2015-04-06",0,NA,47.146412,-122.73299,47.13807,-122.7223,TRUE,1.3,1,1,1,"20",0,0,0,0,"Available","Available","Available"
335,"Tolmie Park West","Olympia","Puget Sound",6,"2019-03-31",0,NA,47.122786,-122.776441,47.121928,-122.777684,TRUE,0.13,2,1,1,"",6,0,0,0,"Currently monitored","Available","Available"
446,"Lily Point","Point Roberts","Puget Sound",0,"2012-05-10",0,NA,48.979763,-123.02532,48.973994,-123.027829,TRUE,1.5,1,1,1,"8; 7; 6",0,0,0,0,"Available","Available","Available"
25,"Blaine Marine Park","Blaine","Puget Sound",0,"2006-08-23",11,"2019-07-07",48.996663,-122.758272,48.992108,-122.766254,TRUE,0.5,1,2,1,"24; 23; 22",0,11,0,0,"Available","Currently monitored","Available"
159,"Keystone Spit North","Keystone","Puget Sound",3,"2019-05-26",0,NA,48.157544,-122.671109,48.163172,-122.651098,TRUE,1.63,2,1,1,"35; 34; 33",3,0,0,0,"Currently monitored","Available","Available"
478,"Rockaway Beach","Bainbridge Island","Puget Sound",0,"2013-12-26",0,NA,47.598993,-122.498204,47.612616,-122.498667,TRUE,1.56,1,1,1,"2",0,0,0,0,"Available","Available","Available"
562,"Mutiny Bay Rd N","Freeland","Puget Sound",0,"2016-05-31",0,NA,48.008608,-122.571333,48.016667,-122.587461,TRUE,1.6,1,1,1,"31; 30",0,0,0,0,"Available","Available","Available"
265,"Point Vashon South","Vashon","Puget Sound",0,"2016-08-16",0,NA,47.510042,-122.476574,47.505208,-122.4759,TRUE,0.7,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
28,"Boulevard Park","Bellingham","Puget Sound",0,"2017-11-26",0,NA,48.742529,-122.49006,48.737143,-122.495737,TRUE,0.4,2,2,2,"10",0,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
730,"Lowman","Seattle","Puget Sound",0,"2015-08-23",0,NA,47.540456,-122.397434,47.538984,-122.396795,TRUE,0.2,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
